,AppName,compute_version,gpu_id,gpu_name,max_clock_rate,num_of_cores,L2,bus,memory_clock,bandwith,GM,num_sm,num_cores_sm,theoretical_flops,AppId,duration,grid_x,grid_y,block_x,block_y
132,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.0683400000,80,80,16,16
133,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.1175790000,96,96,16,16
134,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.1764180000,112,112,16,16
135,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.2635580000,128,128,16,16
136,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.3747800000,144,144,16,16
137,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.5147930000,160,160,16,16
138,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.6834210000,176,176,16,16
139,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.8794920000,192,192,16,16
140,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,1.1180570000,208,208,16,16
141,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,1.3964910000,224,224,16,16
142,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,1.7182290000,240,240,16,16
143,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,2.0854100000,256,256,16,16
144,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,2.4994900000,272,272,16,16
145,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,2.9686630000,288,288,16,16
146,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,3.4923060000,304,304,16,16
147,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,4.0705820000,320,320,16,16
148,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,4.7157430000,336,336,16,16
149,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,5.4204410000,352,352,16,16
150,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,6.1963940000,368,368,16,16
151,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,7.0249170000,384,384,16,16
152,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,7.9512090000,400,400,16,16
153,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,8.9496470000,416,416,16,16
154,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,10.0074870000,432,432,16,16
155,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,11.2934630000,448,448,16,16
156,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,12.5538170000,464,464,16,16
157,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,13.8072200000,480,480,16,16
158,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,15.2856340000,496,496,16,16
159,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,16.8577030000,512,512,16,16
160,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.0003601010,8,8,32,32
161,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.0028675570,16,16,32,32
162,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.0096165570,24,24,32,32
163,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.0224660000,32,32,32,32
164,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.0445960000,40,40,32,32
165,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.0783650000,48,48,32,32
166,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.1222170000,56,56,32,32
167,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.1759070000,64,64,32,32
168,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.2394990000,72,72,32,32
169,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.3303540000,80,80,32,32
170,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.4400180000,88,88,32,32
171,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.5782890000,96,96,32,32
172,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.7269480000,104,104,32,32
173,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,0.9063630000,112,112,32,32
174,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,1.1193410000,120,120,32,32
175,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,1.3342930000,128,128,32,32
176,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,1.6225310000,136,136,32,32
177,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,1.9485570000,144,144,32,32
178,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,2.2728060000,152,152,32,32
179,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,2.6561190000,160,160,32,32
180,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,3.0618260000,168,168,32,32
181,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,3.5081460000,176,176,32,32
182,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,4.0428930000,184,184,32,32
183,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,4.6808370000,192,192,32,32
184,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,5.2153220000,200,200,32,32
185,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,5.8804700000,208,208,32,32
186,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,6.5817940000,216,216,32,32
187,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,7.2932490000,224,224,32,32
188,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,8.1713040000,232,232,32,32
189,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,9.2769460000,240,240,32,32
190,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,9.9993090000,248,248,32,32
191,matMul_gpu,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,2,10.6529130000,256,256,32,32
192,matMul_gpu_sharedmem_uncoalesced,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,3,0.0003959090,32,32,8,8
193,matMul_gpu_sharedmem_uncoalesced,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,3,0.0031964260,64,64,8,8
194,matMul_gpu_sharedmem_uncoalesced,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,3,0.0107910000,96,96,8,8
195,matMul_gpu_sharedmem_uncoalesced,3,1,GTX-680,1058,1536,0.5,256,3004,192256,2,8,192,3250176,3,0.0263010000,128,128,8,8
