,compute_version,registers,smem,cmem,num_of_cores,L2,bandwith,theoretical_flops,AppId,number_of_lines_kernel,occupancy,input_size,duration,block_x,Actual,Predicted
6250,5.2,27,2048,348,2048,2.0,224.32,4980.736,4,15,100,2304,0.042362,16,-1.9493821695486924,-1.9500004397041995
6246,5.2,27,2048,348,2048,2.0,224.32,4980.736,4,15,100,1280,0.007309079,16,-2.2320420196910584,-2.231966029526298
6244,5.2,27,2048,348,2048,2.0,224.32,4980.736,4,15,100,768,0.001414113,16,-2.288543016050329,-2.2885697523482342
6224,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,3840,0.223274,16,-1.1292550181465884,-1.1328075152462216
6225,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,4096,0.264443,16,-1.0093851183626557,-1.012008229762722
6226,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,4352,0.314124,16,-0.8815898330948446,-0.8818196989632725
6227,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,4608,0.361963,16,-0.7722704776875862,-0.7697822957794302
6228,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,4864,0.415015,16,-0.6635592525289686,-0.6619583455513453
6229,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,5120,0.493033,16,-0.5225052322916264,-0.5216884105504251
6230,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,5376,0.568526,16,-0.4026799901523254,-0.4000201828142358
6231,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,5632,0.64832,16,-0.289924585004561,-0.28930344755693627
6232,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,5888,0.731088,16,-0.1850195932230999,-0.18302991341460126
6245,5.2,27,2048,348,2048,2.0,224.32,4980.736,4,15,100,1024,0.003400326,16,-2.269147164108136,-2.2691260104307345
6233,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,6144,0.817643,16,-0.08594685288742965,-0.08536737637065546
6235,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,6656,1.048764,16,0.1386865817734535,0.13696931618056218
6236,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,6912,1.172356,16,0.24087029997428508,0.23788987654069058
6237,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,7168,1.309606,16,0.34331023271739336,0.345075005930456
6238,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,7424,1.451789,16,0.43940845891025015,0.44027544447045835
6239,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,7680,1.614205,16,0.5389494162908988,0.5395075861244056
6240,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,7936,1.764838,16,0.623174186052169,0.6222706437187397
6241,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,8192,1.919519,16,0.7028593642464466,0.7049002323374038
6242,5.2,27,2048,348,2048,2.0,224.32,4980.736,4,15,100,256,5.4942e-05,16,-2.3020358238699536,-2.3020372739031654
6243,5.2,27,2048,348,2048,2.0,224.32,4980.736,4,15,100,512,0.000415661,16,-2.298437097833291,-2.2984313959631093
6234,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,6400,0.937916,16,0.03721485661361284,0.036417427496191306
6220,5.2,27,2048,348,1664,1.75,224.32,3580.928,4,15,100,2816,0.087888,16,-1.6719092383594116,-1.6704339299089757
6277,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,1024,0.002772894,32,-2.2752336377727773,-2.275247479422485
6272,5.2,27,2048,348,2048,2.0,224.32,4980.736,4,15,100,7936,1.618972,16,0.5417264377282038,0.5413016513508414
6342,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,1280,0.006290167,32,-2.2415825002646756,-2.241578718601021
6341,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,1024,0.003229274,32,-2.27080280336866,-2.270806453789464
6340,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,768,0.001352297,32,-2.2891527423054328,-2.289145712985702
6339,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,512,0.000399537,32,-2.2985976832889263,-2.2986032506296015
6338,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,256,5.187e-05,32,-2.30206652747239,-2.30206452700745
6337,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,8192,1.849006,32,0.667319499022481,0.6689682876143865
6336,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,7936,1.67544,32,0.5740482795323366,0.5762217533774385
6335,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,7680,1.504566,32,0.4728533150315359,0.4674782706139022
6334,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,7424,1.36909,32,0.3846431614825061,0.3824299710521785
6343,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,1536,0.010792,32,-2.2001007094417204,-2.2000691201281195
6333,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,7168,1.246752,32,0.2976957676340213,0.2965438610667198
6331,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,6656,0.99436,32,0.09016971751058979,0.08802367106068262
6330,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,6400,0.880842,32,-0.0193438925310631,-0.019848671236823334
6329,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,6144,0.772084,32,-0.1368695294373911,-0.138908053688424
6328,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,5888,0.693951,32,-0.23073353248566503,-0.2309180906601781
6327,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,5632,0.617842,32,-0.33150578986002976,-0.33234921286966085
6326,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,5376,0.54279,32,-0.4419372021781845,-0.4425557500754805
6325,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,5120,0.485655,32,-0.5350243999802867,-0.5343488297585124
6324,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,4864,0.403142,32,-0.6868828425602628,-0.6844764269685594
6323,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,4608,0.350502,32,-0.7973927624319455,-0.8032367021841881
6332,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,6912,1.092093,32,0.17571058573397388,0.1767560419100313
6344,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,1792,0.019139,32,-2.1274644003034755,-2.127437262451072
6345,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,2048,0.028554,32,-2.05140622945718,-2.0515901578588873
6346,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,2304,0.040605,32,-1.9618007383602138,-1.9620335691494275
6367,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,7680,1.350741,32,0.37207446038159,0.3714892650630924
6366,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,7424,1.22082,32,0.27825275584711423,0.2791829678471527
6365,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,7168,1.095495,32,0.1785603255570155,0.18025525649762048
6364,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,6912,0.983425,32,0.08012731947847215,0.0838527713620626
6363,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,6656,0.877662,32,-0.0225912719538775,-0.020137800731857086
6362,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,6400,0.781161,32,-0.1265149228635872,-0.128628634288415
6361,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,6144,0.689077,32,-0.2368913710095749,-0.23710309056217366
6360,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,5888,0.607451,32,-0.3460869098137171,-0.34486070094780014
6359,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,5632,0.53087,32,-0.4606554598534149,-0.46050865012362907
6358,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,5376,0.461984,32,-0.5762818992446066,-0.580130438371608
6357,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,5120,0.398648,32,-0.6958548429715424,-0.6944683156713335
6356,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,4864,0.342037,32,-0.8163616900007197,-0.8166649066736303
6355,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,4608,0.290784,32,-0.939600301309779,-0.9363544972080026
6354,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,4352,0.245168,32,-1.063724023953889,-1.0647729859730046
6353,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,4096,0.204024,32,-1.1906486333236737,-1.1904974795028311
6352,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,3840,0.168488,32,-1.314949058769398,-1.3150385897976196
6351,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,3584,0.136834,32,-1.4403958051979822,-1.4393751164134176
6350,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,3328,0.109639,32,-1.5623682751415937,-1.5635402152740496
6349,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,3072,0.086501,32,-1.679318677982347,-1.6795742661696926
6348,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,2816,0.074015,32,-1.7486137765866572,-1.74943158920117
6347,5.2,27,8192,348,2048,2.0,224.32,4980.736,4,15,100,2560,0.055704,32,-1.859798510041863,-1.8587511783241117
6322,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,4352,0.307696,32,-0.8972334803406976,-0.8977236145222259
6321,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,4096,0.262282,32,-1.0153323648988204,-1.0116617724265966
6320,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,3840,0.221572,32,-1.1345338101442917,-1.1380310864139973
6319,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,3584,0.175375,32,-1.2896214738596297,-1.2882764091526027
6293,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,5120,0.319478,32,-0.8687441978350606,-0.8701601393952174
6292,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,4864,0.276552,32,-0.9766991270692508,-0.9740494953197429
6291,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,4608,0.241858,32,-1.0733598328192242,-1.069886963766854
6290,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,4352,0.194704,32,-1.22178381620539,-1.2188506503298475
6289,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,4096,0.167222,32,-1.3196755053796723,-1.3218227706852792
6288,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,3840,0.141249,32,-1.4219256838493528,-1.4219966106201942
6287,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,3584,0.115493,32,-1.5348268525645135,-1.533578936775792
6286,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,3328,0.092507,32,-1.6476227622790753,-1.6468318233692947
6285,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,3072,0.072819,32,-1.7555104749529435,-1.7555617061153013
6284,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,2816,0.056121,32,-1.8571239313610028,-1.8575018305752748
6283,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,2560,0.042143,32,-1.9509216858542369,-1.9507545605675896
6282,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,2304,0.030815,32,-2.0339711676350785,-2.0340596892327736
6281,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,2048,0.021672,32,-2.1064263794120692,-2.106479460820604
6280,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,1792,0.014488,32,-2.1672852649735623,-2.16731898430704
6279,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,1536,0.009160995,32,-2.2149314681230794,-2.214937793216649
6278,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,1280,0.005337819,32,-2.250582769527031,-2.2505827268575
6178,5.2,27,2048,348,3072,3.0,336.48,6610.944,4,15,100,256,5.3153e-05,16,-2.302053704206079,-2.3020551556474786
6276,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,768,0.001139597,32,-2.2912535679140738,-2.291237103514137
6275,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,512,0.000349444,32,-2.2990967443630113,-2.29910149299998
6274,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,256,5.3184e-05,32,-2.302053394370814,-2.3020541090025635
6273,5.2,27,2048,348,2048,2.0,224.32,4980.736,4,15,100,8192,1.76967,16,0.6257619447054936,0.62187848825126
6294,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,5376,0.358957,32,-0.778798755227228,-0.7772195974728656
6271,5.2,27,2048,348,2048,2.0,224.32,4980.736,4,15,100,7680,1.467632,16,0.44956620050574725,0.45276219786205674
6295,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,5632,0.409651,32,-0.6740291012387661,-0.6724844825419393
6297,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,6144,0.529611,32,-0.46265311062114756,-0.4617404645147261
6318,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,3328,0.135805,32,-1.4447500866931593,-1.4449275187235446
6317,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,3072,0.11416,32,-1.54103187977004,-1.5413638009660786
6316,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,2816,0.087802,32,-1.6723670626374183,-1.6715706451045003
6315,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,2560,0.066098,32,-1.7951773033745737,-1.795210059885686
6314,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,2304,0.048196,32,-1.9092195570377084,-1.9092226449623217
6313,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,2048,0.033876,32,-2.0108412805875937,-2.0108391742075895
6312,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,1792,0.022731,32,-2.0977603104388325,-2.09768205716271
6311,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,1536,0.014323,32,-2.168727503577482,-2.168587060828266
6310,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,1280,0.008325191,32,-2.2226175481451635,-2.2225966875858587
6309,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,1024,0.004282176,32,-2.2606548232377306,-2.2606666672745446
6308,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,768,0.001839987,32,-2.2843524523842116,-2.284373948022756
6307,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,512,0.000537277,32,-2.2972267048322412,-2.2972136306283213
6306,5.2,27,8192,348,1664,1.75,224.32,3580.928,4,15,100,256,8.2176e-05,32,-2.301763670453933,-2.301754271141677
6305,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,8192,1.223653,32,0.280395338572503,0.28084228146961365
6304,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,7936,1.120708,32,0.19943101828891943,0.19573219643139017
6303,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,7680,1.022746,32,0.11577747029844665,0.11207783486177895
6302,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,7424,0.924686,32,0.024386224194825667,0.026302294677497024
6301,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,7168,0.834161,32,-0.06810647873481893,-0.06967238070549492
6300,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,6912,0.749892,32,-0.16264599639396046,-0.16327147694726665
6299,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,6656,0.661021,32,-0.27309432623181135,-0.2724099444588612
6298,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,6400,0.592715,32,-0.3671366197921884,-0.3635315413430058
6296,5.2,27,8192,348,3072,3.0,336.48,6610.944,4,15,100,5888,0.476481,32,-0.550812897318302,-0.5519231358938423
6177,5.2,31,512,348,2048,2.0,224.32,4980.736,4,15,100,8192,4.378105,8,1.4991999658695063,1.5007381116592964
6099,5.2,31,512,348,3072,3.0,336.48,6610.944,4,15,100,4608,0.722286,8,-0.195667012566736,-0.19401122325987014
6175,5.2,31,512,348,2048,2.0,224.32,4980.736,4,15,100,7680,3.79354,8,1.3593187695149425,1.358918323022676
355,3.0,25,8192,348,1536,0.5,192.256,3250.176,4,15,100,1024,0.00790782,32,-2.2264779348307604,-2.226511514368755
354,3.0,25,8192,348,1536,0.5,192.256,3250.176,4,15,100,768,0.003351332,32,-2.269621104693581,-2.2696219907626958
353,3.0,25,8192,348,1536,0.5,192.256,3250.176,4,15,100,512,0.001007147,32,-2.2925640022681786,-2.2926107071950153
352,3.0,25,8192,348,1536,0.5,192.256,3250.176,4,15,100,256,0.000128641,32,-2.3012995097104683,-2.3013018720880014
351,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,8192,4.97945,16,1.6252029880124828,1.6259929026795308
350,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,7936,4.493037,16,1.5245414610482002,1.5231937487848746
349,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,7680,4.107917,16,1.4369677509062806,1.436503380444515
348,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,7424,3.659182,16,1.3242013805421855,1.3227949897799371
347,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,7168,3.333383,16,1.233546072482266,1.2340138994540744
356,3.0,25,8192,348,1536,0.5,192.256,3250.176,4,15,100,1280,0.015484,32,-2.1586232867547257,-2.1586060772470335
346,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,6912,2.958122,16,1.1178010020675142,1.1172857487045385
344,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,6400,2.33912,16,0.8916373185154837,0.8927807988468214
343,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,6144,2.07214,16,0.7757128567163591,0.7746090631545093
342,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,5888,1.82139,16,0.6530488824416001,0.6529711445644457
341,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,5632,1.587156,16,0.5230442711320832,0.5173501828808668
340,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,5376,1.379904,16,0.3919772208073426,0.3924964065433702
339,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,5120,1.188166,16,0.2532195013651698,0.25383715504519616
338,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,4864,1.01677,16,0.11044059020098518,0.10810675398402594
337,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,4608,0.865488,16,-0.03512160598417731,-0.0331242295722011
336,3.0,25,2048,348,1536,0.5,192.256,3250.176,4,15,100,4352,0.727781,16,-0.1890066523348778,-0.18916558714500165
