,compute_version,registers,smem,cmem,num_of_cores,L2,bandwith,theoretical_flops,AppId,number_of_lines_kernel,occupancy,input_size,duration,block_x,Actual,Predicted
3004,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,1792,0.000324612,8,-2.2993442302674847,-2.2993519842105186
3005,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,2048,0.000436549,8,-2.2982291041042173,-2.2982135410864974
3006,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,2304,0.000543142,8,-2.2971683699627317,-2.2971562476768166
2998,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,256,7.328e-06,8,-2.3025118156788937,-2.3025111527446454
3007,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,2560,0.000661287,8,-2.295993992100717,-2.2960216898303294
3009,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,3072,0.00096769,8,-2.2929547143102136,-2.292979676392501
3010,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,3328,0.001110188,8,-2.2915443865194662,-2.2915576942769764
3011,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,3584,0.001291981,8,-2.289748031769083,-2.2897603951292846
3012,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,3840,0.001460815,8,-2.2880826141536,-2.2881337977417306
3013,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,4096,0.001608464,8,-2.286628440220984,-2.2866136751076946
3014,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,4352,0.00187637,8,-2.283995259658771,-2.2840099578403197
3015,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,4608,0.002199093,8,-2.2808324760072956,-2.280879310063136
3016,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,4864,0.002408664,8,-2.278783960580901,-2.278732120407409
3008,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,2816,0.000802569,8,-2.2945914375585232,-2.2945928384344367
2997,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,8192,0.006561485,8,-2.23903313647635,-2.239009542229773
2996,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,7936,0.006528621,8,-2.2393415881532244,-2.2393156291907763
2995,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,7680,0.006043593,8,-2.2439050146951316,-2.2440316218402496
2976,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,2816,0.000795814,8,-2.2946584519849487,-2.2946279207641584
2977,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,3072,0.000967879,8,-2.2929528424260184,-2.292978861677326
2978,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,3328,0.001113353,8,-2.291513084525795,-2.291541385047671
2979,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,3584,0.001293579,8,-2.2897322557187065,-2.289754028367518
2980,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,3840,0.001459435,8,-2.2880962155561217,-2.288142596862476
2981,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,4096,0.001609357,8,-2.286619651621681,-2.2866136751076946
2982,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,4352,0.001885264,8,-2.283907961575898,-2.283995930590193
2983,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,4608,0.002200528,8,-2.2808184348853695,-2.280875869926599
2984,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,4864,0.002399666,8,-2.278871828100799,-2.2789238299652
2985,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,5120,0.00266514,8,-2.276282654917104,-2.276294234299528
2986,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,5376,0.002918453,8,-2.273818322773672,-2.273877606007968
2987,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,5632,0.003203416,8,-2.2710533257072996,-2.2710393315831454
2988,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,5888,0.003484921,8,-2.268329367711908,-2.2684330926764584
2989,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,6144,0.003883195,8,-2.2644881360182856,-2.2644897736675316
2990,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,6400,0.004175646,8,-2.261676900588935,-2.2617691308313
2991,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,6656,0.004469312,8,-2.2588619157770724,-2.2588722460387483
2992,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,6912,0.004807074,8,-2.255634009373218,-2.2556786684023225
2993,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,7168,0.005165091,8,-2.252223868348572,-2.2522458926854236
2994,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,7424,0.005526505,8,-2.248793125392059,-2.2488337925677264
3018,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,50,5376,0.002915612,8,-2.273845927533848,-2.273877606007968
3107,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,3584,0.000740555,16,-2.295206829448123,-2.295215848276227
3108,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,3840,0.0008395,16,-2.294225135024572,-2.294241164513356
3109,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,4096,0.000946832,16,-2.2931613165879257,-2.293178217827304
3223,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,512,1.9425e-05,32,-2.302390861858134,-2.302393690084256
3224,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,768,4.1121e-05,32,-2.302173967517707,-2.302176666826588
3225,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,1024,6.9314e-05,32,-2.3018921931046283,-2.3018956873138343
3226,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,1280,0.000108706,32,-2.3014986234159234,-2.301503829056112
3227,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,1536,0.000153059,32,-2.3010556731530496,-2.3010667557838795
3228,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,1792,0.000210532,32,-2.3004819860745793,-2.300483313046614
3229,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,2048,0.000277797,32,-2.299810974421588,-2.2997889287864437
3230,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,2304,0.00034263,32,-2.2991646493865314,-2.2991957201875146
3222,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,256,5.6e-06,32,-2.302529094561987,-2.3025268035011686
3231,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,2560,0.000419752,32,-2.2983963580061912,-2.2983780244584815
3233,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,3072,0.000600011,32,-2.2966029119725677,-2.2965875378933083
3234,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,3328,0.000719788,32,-2.295412994093376,-2.2953806848285705
3235,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,3584,0.000828654,32,-2.2943326978677407,-2.294323220033232
3236,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,3840,0.000956881,32,-2.2930617740895833,-2.2930736002336025
3237,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,4096,0.001080561,32,-2.291837446418186,-2.2918171257746396
3238,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,4352,0.001239988,32,-2.290261461835446,-2.2902475805461737
3239,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,4608,0.00135951,32,-2.2890815772350823,-2.289096055207224
3240,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,4864,0.001522808,32,-2.2874717963840556,-2.287462991064902
3232,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,2816,0.000518025,32,-2.297418214331044,-2.297410731471132
3241,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,5120,0.001684123,32,-2.2858841041425304,-2.2858706596037366
3221,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,8192,0.006190347,32,-2.242522068844064,-2.242533943017721
3219,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,7680,0.005727361,32,-2.2468915643524756,-2.246879465988706
3200,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,2816,0.000759826,32,-2.295015554374963,-2.2950505300946675
3201,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,3072,0.000899253,32,-2.293632755019652,-2.2936120508697284
3202,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,3328,0.001067161,32,-2.2919700227330417,-2.2920016601726245
3203,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,3584,0.001253053,32,-2.2901324203636637,-2.2901567715448374
3204,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,3840,0.001411969,32,-2.2885641573155837,-2.288558559589105
3205,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,4096,0.00149117,32,-2.2877834793584775,-2.2877887138900372
3206,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,4352,0.001787242,32,-2.2848705068844737,-2.2848536879891723
3207,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,4608,0.002044943,32,-2.2823419450942577,-2.2823406564494566
3220,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,7936,0.006148363,32,-2.242917512525031,-2.2428679664774456
3208,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,4864,0.002291893,32,-2.2799248564766184,-2.2799197170271657
3210,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,5376,0.002852801,32,-2.274456429418322,-2.2745513752755495
3211,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,5632,0.003112872,32,-2.271931046091769,-2.271956167012453
3212,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,5888,0.003352908,32,-2.269605855853015,-2.269615343474303
3213,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,6144,0.003577969,32,-2.26743062621107,-2.267446757896554
3214,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,6400,0.003948794,32,-2.2638568664770173,-2.263833281905929
3215,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,6656,0.004367236,32,-2.259839484206608,-2.2598665625660956
3217,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,7168,0.004963632,32,-2.2541413507265142,-2.2541437045295285
3218,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,7424,0.005358553,32,-2.250385955506266,-2.25039008047873
3209,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,5120,0.002524986,32,-2.277648744256084,-2.2776365340900373
3242,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,5376,0.001888957,32,-2.2838717155779276,-2.2839736161810564
3243,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,5632,0.00205808,32,-2.282213215986525,-2.282232053631634
3244,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,5888,0.002237251,32,-2.2804591764295736,-2.280460199280972
3268,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,3840,0.001187145,32,-2.290783555888918,-2.2907944239636175
3269,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,4096,0.001313418,32,-2.289536418453882,-2.289516759213598
3270,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,4352,0.001508939,32,-2.2876084154126213,-2.287573778861575
3271,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,4608,0.00178366,32,-2.2849056985544536,-2.2848663832690725
3272,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,4864,0.001907405,32,-2.283690672110131,-2.283682049700673
3273,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,5120,0.002111823,32,-2.281686762278593,-2.281706002059843
3274,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,5376,0.002345872,32,-2.279397299881657,-2.279395028506264
3275,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,5632,0.002540018,32,-2.2775021370853454,-2.2774913361736293
3267,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,3584,0.001050472,32,-2.2921351641884433,-2.2920988327398457
3276,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,5888,0.002768115,32,-2.275280139441949,-2.275271166714285
3278,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,6400,0.003361718,32,-2.2695206175689533,-2.269604266977245
3279,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,6656,0.003567287,32,-2.267533761568507,-2.2675771309534993
3280,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,6912,0.003856217,32,-2.2647478652616866,-2.2647659762353674
3281,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,7168,0.004123002,32,-2.2621823671546215,-2.262178870830081
3282,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,7424,0.004411388,32,-2.259416529022669,-2.259428707604642
3283,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,7680,0.004993855,32,-2.2538534543467224,-2.253909074513669
3284,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,7936,0.005386723,32,-2.250118618551413,-2.250152431906055
3285,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,8192,0.005260897,32,-2.2513132773371614,-2.251229276899342
3277,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,6144,0.003165333,32,-2.2714224029112544,-2.2716062101947623
3266,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,3328,0.000890119,32,-2.2937232850601164,-2.29372927111297
3265,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,3072,0.000798022,32,-2.2946365465532756,-2.294624317370632
3264,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,2816,0.000636997,32,-2.296235325505406,-2.2962388656044195
3245,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,6144,0.002406949,32,-2.2788007073510803,-2.278730036812157
3246,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,6400,0.002653065,32,-2.2764002772196554,-2.276471736192808
3247,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,6656,0.002858987,32,-2.2743962870214083,-2.2744600875466796
3248,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,6912,0.00313256,32,-2.271740127923363,-2.271749833153014
3249,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,7168,0.003288562,32,-2.270228635027783,-2.270220559778258
3250,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,7424,0.003667447,32,-2.266567128168153,-2.2666370947156014
3251,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,7680,0.003844793,32,-2.264857869541507,-2.2648509181161227
3252,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,7936,0.004109629,32,-2.2623108100403897,-2.2623279375816225
3253,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,8192,0.004306816,32,-2.260418569158564,-2.2603834397111697
3254,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,256,5.76e-06,32,-2.302527494652862,-2.302527190680504
3255,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,512,2.3552e-05,32,-2.302349600724527,-2.302349634425605
3256,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,768,4.9121e-05,32,-2.3020940035981847,-2.302095274588536
3257,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,1024,8.4065e-05,32,-2.3017447961423545,-2.3017529619311987
3258,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,1280,0.000131681,32,-2.3012691492279735,-2.301282605803978
3259,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,1536,0.00019965,32,-2.300590583351445,-2.300579824892132
3260,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,1792,0.00026077,32,-2.299980787144354,-2.3000245005274986
3261,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,2048,0.000329251,32,-2.2992979914367795,-2.2992986662239727
3262,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,2304,0.000430052,32,-2.29829379380345,-2.29832540321652
3263,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,2560,0.000523108,32,-2.297367647564679,-2.2973779628894335
3199,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,2560,0.000625359,32,-2.2963509755479103,-2.296291016828425
3198,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,2304,0.000513485,32,-2.29746338137974,-2.2974785117688366
3197,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,2048,0.000370857,32,-2.298883382784989,-2.29887927024526
3196,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,1792,0.000312936,32,-2.299460619249802,-2.2994668952511814
3133,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,2048,0.000409411,16,-2.2984993410576036,-2.298511850047003
3134,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,2304,0.000518052,16,-2.2974179457225397,-2.2974177963348397
3135,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,2560,0.000639876,16,-2.2962067181452332,-2.296188304422979
3136,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,2816,0.000773894,16,-2.2948759449833154,-2.2948581101916163
3137,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,3072,0.000930054,16,-2.293327536707238,-2.2933342169443254
3138,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,3328,0.00108324,16,-2.291810943157099,-2.29181247711618
3139,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,3584,0.001256553,16,-2.290097854102147,-2.2900988783680063
3140,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,3840,0.001434313,16,-2.2883438525619537,-2.2883617979119886
3132,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,1792,0.000312835,16,-2.2994616260995153,-2.29946596611825
3141,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,4096,0.001624458,16,-2.286471044461718,-2.286501066514225
3143,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,4608,0.002111598,16,-2.2816889657477044,-2.28172201727647
3144,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,4864,0.002326478,16,-2.2795868125350083,-2.2795901792831263
3145,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,5120,0.002578063,16,-2.27713118002246,-2.2771116480613167
3146,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,5376,0.002843857,16,-2.2745433924258167,-2.274568134023838
3147,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,5632,0.003127634,16,-2.2717878928352966,-2.271774626373773
3148,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,5888,0.003403251,16,-2.2691188763962638,-2.2691108908249915
3149,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,6144,0.003751189,16,-2.2657596596960334,-2.2657826313654454
3150,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,6400,0.004035158,16,-2.2630263792770835,-2.262992987403466
3142,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,4352,0.001832812,16,-2.2844229085279695,-2.284455475179605
3131,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,1536,0.000233218,16,-2.300255628304912,-2.300288120512781
3130,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,1280,0.000160802,16,-2.3009783644739077,-2.300974715499624
3129,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,1024,0.000104545,16,-2.3015401890963147,-2.3015366153572065
3110,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,4352,0.001102416,16,-2.2916212561096905,-2.291605887496071
3111,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,4608,0.001218066,16,-2.2904780202746147,-2.290534639722483
3112,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,4864,0.001353043,16,-2.2891453818678635,-2.2891552507086903
3113,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,5120,0.001489173,16,-2.2878031561406775,-2.2877835431673423
3114,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,5376,0.001662647,16,-2.2860953295293887,-2.2860882463325574
3115,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,5632,0.001813817,16,-2.2846094571602586,-2.2847185500434763
3116,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,5888,0.001969403,16,-2.2830824812862773,-2.2830207717149644
3117,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,6144,0.002120541,16,-2.2816013889338933,-2.2816393732141305
3118,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,6400,0.002347199,16,-2.279384334127677,-2.279387166140383
3119,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,6656,0.00252205,16,-2.2776773815878637,-2.2776540512660137
3120,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,6912,0.002752581,16,-2.275431306699864,-2.2754402679146626
3121,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,7168,0.002933863,16,-2.2736686037874763,-2.2736188969004356
3122,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,7424,0.003151211,16,-2.271559299349594,-2.271612715963924
3123,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,7680,0.003407981,16,-2.2690731341998163,-2.269066992895694
3124,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,7936,0.003573456,16,-2.267474198201953,-2.2675261961850164
3125,3.5,8,0,348,2688,1.5,288.384,4709.376,6,5,100,8192,0.00372021,16,-2.2660582936318874,-2.2660738243259435
3126,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,256,6.368e-06,16,-2.3025214150215305,-2.3025220741905965
3127,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,512,2.912e-05,16,-2.3022939353845366,-2.3022932854027194
3128,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,768,6.0385e-05,16,-2.301981425238095,-2.301987694374782
3151,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,6656,0.004337656,16,-2.2601229466584423,-2.2600948937558174
2931,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,50,7680,0.007320199,8,-2.231938399158822,-2.23195070874935
3152,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,6912,0.004684122,16,-2.2568078249460437,-2.2568216254631874
3154,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,7424,0.005413949,16,-2.2498603081779867,-2.2498875688475994
3178,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,5376,0.00219167,32,-2.2809051113837118,-2.280975977399671
3179,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,5632,0.002418166,32,-2.2786911797669145,-2.278694419133709
3180,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,5888,0.00264898,32,-2.2764400722445957,-2.2765092751577605
3181,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,6144,0.002782772,32,-2.275137527554073,-2.2751633239049434
3182,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,6400,0.003128818,32,-2.2717764119823243,-2.2717575433363226
3183,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,6656,0.003349233,32,-2.269641414265546,-2.26961782928697
3184,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,6912,0.003641359,32,-2.2668188106763982,-2.2668142466319123
3185,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,7168,0.003863022,32,-2.2646823441281105,-2.2646542502073044
3177,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,5120,0.001964568,32,-2.2831298985947055,-2.283026938876741
3186,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,7424,0.004226188,32,-2.261191856863351,-2.2611024754906257
3188,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,7936,0.004873129,32,-2.255003954639961,-2.25502427595498
3189,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,8192,0.004833482,32,-2.2553820733867505,-2.2554364165600154
3190,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,256,6.752e-06,32,-2.302517575273418,-2.302519130379661
3191,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,512,2.6145e-05,32,-2.302323677166141,-2.30232545253602
3192,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,768,5.7954e-05,32,-2.302005720862497,-2.301998206299642
3193,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,1024,9.8371e-05,32,-2.3016018665196545,-2.301602181838184
3194,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,1280,0.000158981,32,-2.300996545404146,-2.3009911437655366
3195,3.5,8,0,348,2496,1.0,208.0,3524.352,6,5,100,1536,0.000223238,32,-2.3003552010521053,-2.300363907267558
3187,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,7680,0.004475531,32,-2.2588023881054387,-2.258794768822549
3176,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,4864,0.00177542,32,-2.2849866578514253,-2.284992232038492
3175,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,4608,0.001587642,32,-2.286833385094021,-2.286847065775962
3174,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,4352,0.001454523,32,-2.2881446301654407,-2.2881503173018496
3155,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,7680,0.005821536,16,-2.246001226396981,-2.245991252670089
3156,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,7936,0.006415939,16,-2.240399910662308,-2.240401607315065
3157,3.5,8,0,348,2304,1.0,192.256,3552.768,6,5,100,8192,0.006447875,16,-2.2400998502655733,-2.2401316430741907
3158,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,256,6.048e-06,32,-2.3025246148228873,-2.302524416447521
3159,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,512,2.064e-05,32,-2.3023787142915952,-2.30238466109009
3160,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,768,4.7232e-05,32,-2.3021128845020264,-2.3021109129677257
3161,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,1024,7.7984e-05,32,-2.301805556911264,-2.3018179388296947
3162,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,1280,0.00012512,32,-2.301334675092459,-2.3013303738319033
3163,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,1536,0.000175552,32,-2.300831112118235,-2.30084494916541
3164,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,1792,0.000240192,32,-2.300186052993126,-2.3001665316241544
3165,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,2048,0.00030544,32,-2.2995353481969,-2.2995451636955737
3166,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,2304,0.000398623,32,-2.2986067869580036,-2.298607499806447
3167,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,2560,0.000492159,32,-2.2976755744272146,-2.297674634747607
3168,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,2816,0.000598111,32,-2.2966217988287787,-2.2966094164323287
3169,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,3072,0.000694078,32,-2.2956682893285074,-2.2956332348723674
3170,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,3328,0.00083571,32,-2.2942627202091908,-2.294247555060886
3171,3.5,8,0,348,2880,1.5,288.384,4291.2,6,5,100,3584,0.000971868,32,-2.292913335592324,-2.2929530935806084
