,AppName,compute_version,gpu_id,gpu_name,max_clock_rate,num_of_cores,L2,bus,memory_clock,bandwith,GM,num_sm,num_cores_sm,theoretical_flops,AppId,duration,grid_x,grid_y,block_x,block_y,registers,smem,cmem,number_of_lines_kernel,occupancy
46,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,8.706024,240,240,16,16,32,0,348,6,100
47,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,10.934338,256,256,16,16,32,0,348,6,100
48,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,11.152865,272,272,16,16,32,0,348,6,100
49,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,15.210519,288,288,16,16,32,0,348,6,100
50,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,15.308612,304,304,16,16,32,0,348,6,100
51,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,21.693089,320,320,16,16,32,0,348,6,100
52,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,23.997876,336,336,16,16,32,0,348,6,100
53,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,29.127012,352,352,16,16,32,0,348,6,100
54,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,31.501914,368,368,16,16,32,0,348,6,100
55,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,37.873218,384,384,16,16,32,0,348,6,100
56,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,41.040661,400,400,16,16,32,0,348,6,100
57,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,48.706786,416,416,16,16,32,0,348,6,100
58,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,53.354478,432,432,16,16,32,0,348,6,100
59,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,61.356222,448,448,16,16,32,0,348,6,100
60,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,54.849044,464,464,16,16,32,0,348,6,100
61,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,80.180449,480,480,16,16,32,0,348,6,100
62,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,79.431464,496,496,16,16,32,0,348,6,100
63,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,92.932542,512,512,16,16,32,0,348,6,100
64,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,0.004154104,8,8,32,32,32,0,348,6,100
65,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,0.033279,16,16,32,32,32,0,348,6,100
66,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,0.111911,24,24,32,32,32,0,348,6,100
67,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,0.265387,32,32,32,32,32,0,348,6,100
68,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,0.517389,40,40,32,32,32,0,348,6,100
69,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,0.895331,48,48,32,32,32,0,348,6,100
70,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,1.41931,56,56,32,32,32,0,348,6,100
71,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,2.118655,64,64,32,32,32,0,348,6,100
72,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,3.015763,72,72,32,32,32,0,348,6,100
73,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,4.137578,80,80,32,32,32,0,348,6,100
74,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,5.506482,88,88,32,32,32,0,348,6,100
75,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,7.149968,96,96,32,32,32,0,348,6,100
76,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,9.086455,104,104,32,32,32,0,348,6,100
77,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,11.349784,112,112,32,32,32,0,348,6,100
78,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,13.960762,120,120,32,32,32,0,348,6,100
79,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,16.942337,128,128,32,32,32,0,348,6,100
80,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,20.333017,136,136,32,32,32,0,348,6,100
81,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,24.119139,144,144,32,32,32,0,348,6,100
82,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,28.362351,152,152,32,32,32,0,348,6,100
83,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,32.71017,160,160,32,32,32,0,348,6,100
84,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,37.834873,168,168,32,32,32,0,348,6,100
85,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,43.495914,176,176,32,32,32,0,348,6,100
86,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,49.939214,184,184,32,32,32,0,348,6,100
87,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,56.488475,192,192,32,32,32,0,348,6,100
88,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,63.850074,200,200,32,32,32,0,348,6,100
89,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,71.804558,208,208,32,32,32,0,348,6,100
90,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,80.434555,216,216,32,32,32,0,348,6,100
91,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,89.75153,224,224,32,32,32,0,348,6,100
92,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,99.615947,232,232,32,32,32,0,348,6,100
93,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,110.889694,240,240,32,32,32,0,348,6,100
94,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,121.678256,248,248,32,32,32,0,348,6,100
95,matMul_gpu_uncoalesced,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,1,133.831447,256,256,32,32,32,0,348,6,100
96,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.000736329,32,32,8,8,32,0,348,6,50
97,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.00574359,64,64,8,8,32,0,348,6,50
98,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.01943,96,96,8,8,32,0,348,6,50
99,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.045582,128,128,8,8,32,0,348,6,50
100,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.088998,160,160,8,8,32,0,348,6,50
101,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.154008,192,192,8,8,32,0,348,6,50
102,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.237666,224,224,8,8,32,0,348,6,50
103,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.338078,256,256,8,8,32,0,348,6,50
104,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.479234,288,288,8,8,32,0,348,6,50
105,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.657752,320,320,8,8,32,0,348,6,50
106,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.875265,352,352,8,8,32,0,348,6,50
107,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,1.137174,384,384,8,8,32,0,348,6,50
108,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,1.445661,416,416,8,8,32,0,348,6,50
109,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,1.806406,448,448,8,8,32,0,348,6,50
110,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,2.22193,480,480,8,8,32,0,348,6,50
111,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,2.699049,512,512,8,8,32,0,348,6,50
112,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,3.236945,544,544,8,8,32,0,348,6,50
113,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,3.845777,576,576,8,8,32,0,348,6,50
114,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,4.523355,608,608,8,8,32,0,348,6,50
115,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,5.278743,640,640,8,8,32,0,348,6,50
116,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,6.11087,672,672,8,8,32,0,348,6,50
117,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,7.029952,704,704,8,8,32,0,348,6,50
118,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,8.033549,736,736,8,8,32,0,348,6,50
119,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,9.137592,768,768,8,8,32,0,348,6,50
120,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,10.44025,800,800,8,8,32,0,348,6,50
121,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,11.754295,832,832,8,8,32,0,348,6,50
122,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,13.161028,864,864,8,8,32,0,348,6,50
123,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,14.688749,896,896,8,8,32,0,348,6,50
