,compute_version,gpu_id,max_clock_rate,num_of_cores,L2,bus,memory_clock,bandwith,GM,num_sm,num_cores_sm,theoretical_flops,AppId,duration,grid_x,grid_y,block_x,block_y,registers,smem,cmem,number_of_lines_kernel,occupancy
3719,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.007616503,245760.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3720,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.008119809,262144.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3721,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.008629446,278528.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3722,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.009138669,294912.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3744,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.019996,655360.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3743,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.019492,638976.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3742,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.018991,622592.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3741,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.018495,606208.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3740,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,18.0,589824.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3739,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.017497,573440.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3738,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.016997,557056.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3737,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.016749,540672.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3736,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.016237,524288.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3735,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.015735,507904.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3796,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.012904,376832.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3734,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.015229,491520.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3732,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.014218,458752.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3731,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.013729,442368.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3730,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.013203,425984.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3729,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.012699,409600.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3728,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.012209,393216.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3727,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.011682,376832.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3726,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.011167,360448.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3725,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.01067,344064.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3724,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.010154,327680.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3723,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.009643156,311296.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3733,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.014718,475136.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3696,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.03789,999424.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3797,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.013422,393216.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3799,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.014556,425984.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3683,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.029799,786432.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3684,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.030398,802816.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3685,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.031067,819200.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3686,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.031657,835584.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3687,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.03229,851968.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3688,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.032882,868352.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3689,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.033563,884736.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3690,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.034175,901120.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3691,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.03476,917504.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3692,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.035398,933888.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3693,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.036056,950272.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3694,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.036651,966656.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3695,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.037253,983040.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3858,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.012921,65536.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3857,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.012116,61440.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3856,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.011304,57344.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3855,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.010502,53248.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3854,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.009691507,49152.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3853,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.008879443,45056.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3852,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.008078487,40960.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3851,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.007271513,36864.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3682,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.029192,770048.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3850,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.006459293,32768.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3681,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.028537,753664.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3679,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.027296,720896.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3659,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.014906,393216.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3660,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.015536,409600.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3661,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.016153,425984.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3662,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.01676,442368.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3663,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.017393,458752.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3664,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.018015,475136.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3665,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.018635,491520.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3666,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.019248,507904.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3667,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.019889,524288.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3668,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.020494,540672.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3657,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.013674,360448.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3669,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.021104,557056.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3670,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.02172,573440.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3671,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.022361,589824.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3672,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.022973,606208.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3673,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.023595,622592.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3674,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.024222,638976.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3675,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.024851,655360.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3676,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.025454,671744.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3677,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.026073,688128.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3678,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.026703,704512.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3680,3.5,3.0,706.0,2496.0,1.0,320.0,2600.0,208.0,4.0,13.0,192.0,3524352.0,7.0,0.027928,737280.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3849,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.005654015,28672.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3848,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.004848993,24576.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3847,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.004039777,20480.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3820,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.026289,770048.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3819,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.025787,753664.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3818,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.025161,737280.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3817,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.024685,720896.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3816,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.024047,704512.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3815,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.023549,688128.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3814,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.022952,671744.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3813,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.022381,655360.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3812,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.021857,638976.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3811,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.021249,622592.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3810,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.020753,606208.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3809,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.020128,589824.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3808,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.019615,573440.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3807,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.019037,557056.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3806,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.018469,540672.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3805,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.017938,524288.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3804,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.017334,507904.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3803,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.016825,491520.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3802,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.016217,475136.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3801,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.015702,458752.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3800,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.015115,442368.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3821,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.026869,786432.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3822,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.027447,802816.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3823,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.027953,819200.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3824,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.028595,835584.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3846,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.003232996,16384.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3845,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.00242602,12288.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3844,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.001619747,8192.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3843,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.000812996,4096.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3842,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.000408706,2048.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3841,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.000207457,1024.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3840,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,0.000104065,512.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3839,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,5.5168e-05,256.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3838,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,7.0,2.9473e-05,128.0,1.0,1024.0,1.0,13.0,4096.0,348.0,17.0,100.0
3837,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.035792,1048576.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3798,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.014015,409600.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3836,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.035314,1032192.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3834,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.03412,999424.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3833,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.033634,983040.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3832,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.03298,966656.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3831,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.032523,950272.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3830,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.031882,933888.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3829,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.031372,917504.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3828,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.030794,901120.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3827,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.030207,884736.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3826,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.029705,868352.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3825,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.029068,851968.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3835,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,7.0,0.034711,1015808.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3472,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.030558,2883584.0,1.0,64.0,1.0,13.0,256.0,348.0,17.0,50.0
3757,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.02649,868352.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
3469,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,7.0,0.028461,2686976.0,1.0,64.0,1.0,13.0,256.0,348.0,17.0,50.0
697,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,7.0,0.03513,835584.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
698,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,7.0,0.035733,851968.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
699,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,7.0,0.036484,868352.0,1.0,256.0,1.0,13.0,1024.0,348.0,17.0,100.0
