,compute_version,gpu_id,max_clock_rate,num_of_cores,L2,bus,memory_clock,bandwith,GM,num_sm,num_cores_sm,theoretical_flops,AppId,duration,grid_x,grid_y,block_x,block_y,registers,smem,cmem,number_of_lines_kernel,occupancy
317,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,4.0,8.308536,960.0,960.0,8.0,8.0,32.0,512.0,348.0,15.0,50.0
316,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,4.0,7.489791,928.0,928.0,8.0,8.0,32.0,512.0,348.0,15.0,50.0
315,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,4.0,6.63358,896.0,896.0,8.0,8.0,32.0,512.0,348.0,15.0,50.0
314,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,4.0,6.021932,864.0,864.0,8.0,8.0,32.0,512.0,348.0,15.0,50.0
313,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,4.0,5.362123,832.0,832.0,8.0,8.0,32.0,512.0,348.0,15.0,50.0
312,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,4.0,4.756244,800.0,800.0,8.0,8.0,32.0,512.0,348.0,15.0,50.0
321,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,4.0,0.001193712,32.0,32.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
381,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,4.0,3.363137,240.0,240.0,32.0,32.0,25.0,8192.0,348.0,15.0,100.0
382,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,4.0,3.713396,248.0,248.0,32.0,32.0,25.0,8192.0,348.0,15.0,100.0
383,3.0,1.0,1058.0,1536.0,0.5,256.0,3004.0,192256.0,2.0,8.0,192.0,3250176.0,4.0,4.077819,256.0,256.0,32.0,32.0,25.0,8192.0,348.0,15.0,100.0
6150,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.010541,160.0,160.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6149,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.003833123,128.0,128.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6148,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.001590048,96.0,96.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6147,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.000471566,64.0,64.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6146,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,6.2334e-05,32.0,32.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6145,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,5.242948,1024.0,1024.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6144,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,4.732263,992.0,992.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6143,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,4.38531,960.0,960.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6142,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,3.869657,928.0,928.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6151,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.020113,192.0,192.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6141,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,3.412395,896.0,896.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6139,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,2.599357,832.0,832.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6138,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,2.311575,800.0,800.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6137,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,2.087094,768.0,768.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6136,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,1.835268,736.0,736.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6135,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,1.604604,704.0,704.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6134,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,1.379802,672.0,672.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6133,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,1.201978,640.0,640.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6132,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,1.029996,608.0,608.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6131,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.844457,576.0,576.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6140,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,2.991869,864.0,864.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6130,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.709547,544.0,544.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6152,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.037302,224.0,224.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6154,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.083694,288.0,288.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6174,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,3.238824,928.0,928.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6173,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,2.865097,896.0,896.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6172,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,2.524154,864.0,864.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6171,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,2.200735,832.0,832.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6170,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,2.019987,800.0,800.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6169,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,1.753115,768.0,768.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6168,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,1.597145,736.0,736.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6167,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,1.370398,704.0,704.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6166,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,1.198963,672.0,672.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6153,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.034427,256.0,256.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6165,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,1.029129,640.0,640.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6163,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.717396,576.0,576.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6162,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.605567,544.0,544.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6161,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.284635,512.0,512.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6160,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.341594,480.0,480.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6159,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.292097,448.0,448.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6158,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.238254,416.0,416.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6157,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.184652,384.0,384.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6156,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.145022,352.0,352.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6155,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.107229,320.0,320.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6164,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.891536,608.0,608.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6129,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.329945,512.0,512.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6128,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.465388,480.0,480.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6127,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.370566,448.0,448.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6101,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,1.000096,640.0,640.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6100,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.855409,608.0,608.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6098,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.601319,544.0,544.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6097,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.255409,512.0,512.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6096,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.401908,480.0,480.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6095,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.310944,448.0,448.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6094,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.241976,416.0,416.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6093,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.173681,384.0,384.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6092,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.134642,352.0,352.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6102,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,1.184488,672.0,672.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6091,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.099163,320.0,320.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6089,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.02925,256.0,256.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6088,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.030431,224.0,224.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6087,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.017547,192.0,192.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6086,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.00848505,160.0,160.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6085,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.003141857,128.0,128.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6084,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.00132843,96.0,96.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6083,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.000403557,64.0,64.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6082,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,5.9297e-05,32.0,32.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6368,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,1.491119,248.0,248.0,32.0,32.0,27.0,8192.0,348.0,15.0,100.0
6090,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,0.069457,288.0,288.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6103,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,1.36831,704.0,704.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6104,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,1.607214,736.0,736.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6105,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,1.78372,768.0,768.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6126,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.301596,416.0,416.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6125,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.230098,384.0,384.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6124,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.178817,352.0,352.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6123,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.134673,320.0,320.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6122,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.095057,288.0,288.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6121,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.040361,256.0,256.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6120,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.042615,224.0,224.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6119,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.026126,192.0,192.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6118,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.015369,160.0,160.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6117,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.004953115,128.0,128.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6116,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.002044222,96.0,96.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6115,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,0.000606111,64.0,64.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6114,5.2,7.0,1076.0,1664.0,1.75,256.0,3505.0,224.32,4.0,13.0,128.0,3580928.0,4.0,8.1119e-05,32.0,32.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6113,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,4.442547,1024.0,1024.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6112,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,4.177245,992.0,992.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6111,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,3.716551,960.0,960.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6110,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,3.354148,928.0,928.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6109,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,2.898501,896.0,896.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6108,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,2.633984,864.0,864.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6107,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,2.331644,832.0,832.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6106,5.2,6.0,1076.0,3072.0,3.0,384.0,3505.0,336.48,12.0,24.0,128.0,6610944.0,4.0,2.078652,800.0,800.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6176,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,4.113551,992.0,992.0,8.0,8.0,31.0,512.0,348.0,15.0,100.0
6369,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,1.639812,256.0,256.0,32.0,32.0,27.0,8192.0,348.0,15.0,100.0
6259,5.2,8.0,1216.0,2048.0,2.0,256.0,3505.0,224.32,4.0,16.0,128.0,4980736.0,4.0,0.307818,288.0,288.0,16.0,16.0,27.0,2048.0,348.0,15.0,100.0
2278,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,0.00013869,16.0,16.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2314,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,4.0,0.020675,80.0,80.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2313,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,4.0,0.010441,64.0,64.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2312,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,4.0,0.004476122,48.0,48.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2311,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,4.0,0.001327409,32.0,32.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2310,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,4.0,0.000174498,16.0,16.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2309,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,4.240883,512.0,512.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2308,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,3.855678,496.0,496.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2307,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,3.500335,480.0,480.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2306,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,3.160941,464.0,464.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2305,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,2.844662,448.0,448.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2304,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,2.554765,432.0,432.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2303,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,2.279634,416.0,416.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2302,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,2.028876,400.0,400.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2301,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,1.795638,384.0,384.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2300,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,1.581582,368.0,368.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2299,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,1.38324,352.0,352.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2298,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,1.20543,336.0,336.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2297,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,1.041579,320.0,320.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2296,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,0.893365,304.0,304.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2315,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,4.0,0.035779,96.0,96.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2295,3.5,4.0,876.0,2688.0,1.5,384.0,3004.0,288384.0,6.0,14.0,192.0,4709376.0,4.0,0.760169,288.0,288.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2316,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,4.0,0.056704,112.0,112.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2318,3.5,5.0,771.0,2304.0,1.0,256.0,3004.0,192256.0,8.0,12.0,192.0,3552768.0,4.0,0.120361,144.0,144.0,16.0,16.0,25.0,2048.0,348.0,15.0,100.0
2337,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,4.0,0.155175,96.0,96.0,32.0,32.0,25.0,8192.0,348.0,15.0,100.0
2336,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,4.0,0.119513,88.0,88.0,32.0,32.0,25.0,8192.0,348.0,15.0,100.0
2335,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,4.0,0.089849,80.0,80.0,32.0,32.0,25.0,8192.0,348.0,15.0,100.0
2334,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,4.0,0.065573,72.0,72.0,32.0,32.0,25.0,8192.0,348.0,15.0,100.0
2333,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,4.0,0.046076,64.0,64.0,32.0,32.0,25.0,8192.0,348.0,15.0,100.0
2332,3.5,2.0,745.0,2880.0,1.5,384.0,3004.0,288384.0,12.0,15.0,192.0,4291.2,4.0,0.031409,56.0,56.0,32.0,32.0,25.0,8192.0,348.0,15.0,100.0
