,compute_version,registers,smem,cmem,gpu_id,max_clock_rate,num_of_cores,L2,bus,memory_clock,bandwith,GM,num_sm,num_cores_sm,theoretical_flops,AppId,number_of_lines_kernel,occupancy,input_size,duration,grid_x,grid_y,block_x,block_y
1440,3.5,32,512,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,50,2304,0.291945,288,288,8,8
1441,3.5,32,512,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,50,2560,0.400204,320,320,8,8
1442,3.5,32,512,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,50,2816,0.532295,352,352,8,8
1443,3.5,32,512,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,50,3072,0.693266,384,384,8,8
1444,3.5,32,512,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,50,3328,0.879847,416,416,8,8
1445,3.5,32,512,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,50,3584,1.098974,448,448,8,8
1446,3.5,32,512,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,50,3840,1.35267,480,480,8,8
1447,3.5,32,512,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,50,4096,1.640299,512,512,8,8
1448,3.5,32,512,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,50,4352,1.969774,544,544,8,8
1436,3.5,32,512,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,50,1280,0.050177,160,160,8,8
1479,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,4096,1.28418,512,512,8,8
1480,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,4352,1.539932,544,544,8,8
1481,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,4608,1.83112,576,576,8,8
1513,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,4608,3.360476,576,576,8,8
1514,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,4864,2.372982,608,608,8,8
1515,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,5120,3.646927,640,640,8,8
1516,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,5376,3.564827,672,672,8,8
1517,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,5632,4.713665,704,704,8,8
1518,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,5888,4.33445,736,736,8,8
1519,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,6144,9.261054,768,768,8,8
1520,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,6400,5.743325,800,800,8,8
1521,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,6656,7.980135,832,832,8,8
1522,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,6912,7.680027,864,864,8,8
1523,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,7168,10.626187,896,896,8,8
1524,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,7424,8.955294,928,928,8,8
1512,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,4352,1.715308,544,544,8,8
1525,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,7680,18879.0,960,960,8,8
1527,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,8192,15.250785,1024,1024,8,8
1528,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,256,0.000414815,16,16,16,16
1529,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,512,0.003197204,32,32,16,16
1530,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,768,0.010743,48,48,16,16
1531,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,1024,0.025517,64,64,16,16
1532,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,1280,0.049621,80,80,16,16
1533,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,1536,0.085544,96,96,16,16
1534,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,1792,0.13575,112,112,16,16
1535,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,2048,0.202516,128,128,16,16
1536,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,2304,0.288179,144,144,16,16
1537,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,2560,0.395283,160,160,16,16
1538,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,2816,0.526109,176,176,16,16
1526,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,7936,11.008107,992,992,8,8
1422,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,5888,3.781857,736,736,8,8
1511,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,4096,1.681318,512,512,8,8
1509,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,3584,1.103908,448,448,8,8
1482,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,4864,2.148849,608,608,8,8
1483,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,5120,2.508365,640,640,8,8
1484,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,5376,2.908406,672,672,8,8
1485,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,5632,3.337933,704,704,8,8
1486,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,5888,3.814834,736,736,8,8
1487,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,6144,4.347859,768,768,8,8
1488,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,6400,4.901703,800,800,8,8
1489,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,6656,5.513726,832,832,8,8
1490,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,6912,6.191263,864,864,8,8
1491,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,7168,6.888482,896,896,8,8
1492,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,7424,7.654533,928,928,8,8
1493,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,7680,8.523956,960,960,8,8
1510,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,3840,1.265509,480,480,8,8
1494,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,7936,9.353995,992,992,8,8
1496,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,256,0.000334405,32,32,8,8
1497,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,512,0.002586279,64,64,8,8
1498,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,768,0.008840101,96,96,8,8
1499,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,1024,0.021031,128,128,8,8
1500,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,1280,0.053798,160,160,8,8
1501,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,1536,0.121225,192,192,8,8
1502,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,1792,0.127217,224,224,8,8
1504,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,2304,0.243569,288,288,8,8
1505,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,2560,0.396245,320,320,8,8
1506,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,2816,0.439983,352,352,8,8
1507,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,3072,0.778208,384,384,8,8
1508,3.5,32,512,348,5,771,2304,1.0,256,3004,192256.0,8,12,192,3552768.0,3,15,50,3328,0.734539,416,416,8,8
1495,3.5,32,512,348,4,876,2688,1.5,384,3004,288384.0,6,14,192,4709376.0,3,15,50,8192,10.295695,1024,1024,8,8
1539,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,3072,0.683337,192,192,16,16
1421,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,5632,3.260955,704,704,8,8
1419,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,5120,2.449411,640,640,8,8
1334,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,7936,13.653566,992,992,8,8
1335,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,8192,18.13272,1024,1024,8,8
1336,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,256,0.000533127,16,16,16,16
1337,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,512,0.004151108,32,32,16,16
1338,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,768,0.013947,48,48,16,16
1339,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,1024,0.033175,64,64,16,16
1340,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,1280,0.064762,80,80,16,16
1341,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,1536,0.11273,96,96,16,16
1342,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,1792,0.178715,112,112,16,16
1343,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,2048,0.267383,128,128,16,16
1344,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,2304,0.380128,144,144,16,16
1345,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,2560,0.524882,160,160,16,16
1346,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,2816,0.694673,176,176,16,16
1347,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,3072,0.913443,192,192,16,16
1348,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,3328,1.148747,208,208,16,16
1349,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,3584,1.442796,224,224,16,16
1350,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,3840,1.765668,240,240,16,16
1351,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,4096,2.149659,256,256,16,16
1352,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,4352,2.563868,272,272,16,16
1353,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,4608,3.079374,288,288,16,16
1354,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,4864,3.576788,304,304,16,16
1355,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,5120,4.181316,320,320,16,16
1356,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,5376,4.822524,336,336,16,16
1357,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,5632,5.580472,352,352,16,16
1358,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,5888,6.315372,368,368,16,16
1333,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,7680,23.75341,960,960,8,8
1332,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,7424,11.061829,928,928,8,8
1331,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,7168,13.075423,896,896,8,8
1330,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,6912,9.332819,864,864,8,8
1304,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,256,0.000395909,32,32,8,8
1305,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,512,0.003196426,64,64,8,8
1306,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,768,0.010791,96,96,8,8
1307,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,1024,0.026301,128,128,8,8
1308,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,1280,0.049628,160,160,8,8
1309,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,1536,0.13195,192,192,8,8
1310,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,1792,0.140591,224,224,8,8
1311,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,2048,0.243092,256,256,8,8
1312,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,2304,0.322012,288,288,8,8
1313,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,2560,0.573802,320,320,8,8
1314,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,2816,0.568931,352,352,8,8
1315,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,3072,1.333223,384,384,8,8
1359,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,6144,7.305401,384,384,16,16
1316,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,3328,0.953451,416,416,8,8
1318,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,3840,1.571952,480,480,8,8
1319,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,4096,2.124888,512,512,8,8
1320,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,4352,2.192213,544,544,8,8
1321,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,4608,4.65162,576,576,8,8
1322,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,4864,3.050811,608,608,8,8
1323,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,5120,4.759649,640,640,8,8
1324,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,5376,4.300851,672,672,8,8
1325,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,5632,5.872406,704,704,8,8
1326,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,5888,5.502113,736,736,8,8
1327,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,6144,12.106216,768,768,8,8
1328,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,6400,7.063203,800,800,8,8
1329,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,6656,10.031895,832,832,8,8
1317,3.0,32,512,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,50,3584,1.44206,448,448,8,8
1360,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,6400,8.107697,400,400,16,16
1361,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,6656,9.211848,416,416,16,16
1362,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,6912,10.240584,432,432,16,16
1393,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,6656,11.548467,208,208,32,32
1394,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,6912,12.922886,216,216,32,32
1395,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,7168,14.415615,224,224,32,32
1396,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,7424,16.050883,232,232,32,32
1397,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,7680,17.781313,240,240,32,32
1398,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,7936,19.549829,248,248,32,32
1399,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,8192,21.510362,256,256,32,32
1400,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,256,0.000323105,32,32,8,8
1401,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,512,0.002420328,64,64,8,8
1402,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,768,0.008266047,96,96,8,8
1403,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,1024,0.019555,128,128,8,8
1404,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,1280,0.03817,160,160,8,8
1392,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,6400,10.258562,200,200,32,32
1405,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,1536,0.065923,192,192,8,8
1407,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,2048,0.155993,256,256,8,8
1408,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,2304,0.222712,288,288,8,8
1409,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,2560,0.305098,320,320,8,8
1410,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,2816,0.405724,352,352,8,8
1411,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,3072,0.529211,384,384,8,8
1412,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,3328,0.669452,416,416,8,8
1413,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,3584,0.836552,448,448,8,8
1414,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,3840,1.036092,480,480,8,8
1415,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,4096,1.246258,512,512,8,8
1416,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,4352,1.499297,544,544,8,8
1417,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,4608,1.798417,576,576,8,8
1418,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,4864,2.095108,608,608,8,8
1406,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,1792,0.104596,224,224,8,8
1420,3.5,32,512,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,50,5376,2.857109,672,672,8,8
1391,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,6144,9.191348,192,192,32,32
1389,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,5632,7.004699,176,176,32,32
1363,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,7168,11.48058,448,448,16,16
1364,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,7424,12.665174,464,464,16,16
1365,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,7680,14.354688,480,480,16,16
1366,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,7936,15.473483,496,496,16,16
1367,3.0,25,2048,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,8192,17.114657,512,512,16,16
1368,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,256,0.000682313,8,8,32,32
1369,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,512,0.005395527,16,16,32,32
1370,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,768,0.01808,24,24,32,32
1371,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,1024,0.043071,32,32,32,32
1372,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,1280,0.083636,40,40,32,32
1373,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,1536,0.144213,48,48,32,32
1374,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,1792,0.227962,56,56,32,32
1390,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,5888,7.992201,184,184,32,32
1375,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,2048,0.341229,64,64,32,32
1377,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,2560,0.665118,80,80,32,32
1378,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,2816,0.88431,88,88,32,32
1379,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,3072,1.149752,96,96,32,32
1380,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,3328,1.459609,104,104,32,32
1381,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,3584,1.823104,112,112,32,32
1382,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,3840,2.241829,120,120,32,32
1383,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,4096,2.699018,128,128,32,32
1384,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,4352,3.233718,136,136,32,32
1385,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,4608,3.876503,144,144,32,32
1386,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,4864,4.513494,152,152,32,32
1387,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,5120,5.264553,160,160,32,32
1388,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,5376,6.148969,168,168,32,32
1376,3.0,25,8192,348,1,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,3,15,100,2304,0.485456,72,72,32,32
1779,5.2,31,512,348,6,1076,3072,3.0,384,3505,336.48,12,24,128,6610944.0,3,15,100,3072,0.165771,384,384,8,8
1540,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,3328,0.868353,208,208,16,16
1542,3.5,25,2048,348,2,745,2880,1.5,384,3004,288384.0,12,15,192,4291.2,3,15,100,3840,1.334499,240,240,16,16
1693,3.5,25,8192,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,100,5632,6.669508,176,176,32,32
1694,3.5,25,8192,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,100,5888,7.621311,184,184,32,32
1695,3.5,25,8192,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,100,6144,8.663011,192,192,32,32
1696,3.5,25,8192,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,100,6400,9.789213,200,200,32,32
1697,3.5,25,8192,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,100,6656,11.009856,208,208,32,32
1698,3.5,25,8192,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,100,6912,12.326435,216,216,32,32
1699,3.5,25,8192,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,100,7168,13.75117,224,224,32,32
1700,3.5,25,8192,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,100,7424,15.280143,232,232,32,32
1701,3.5,25,8192,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,100,7680,16.916699,240,240,32,32
1702,3.5,25,8192,348,3,706,2496,1.0,320,2600,208.0,4,13,192,3524352.0,3,15,100,7936,18.657764,248,248,32,32
